index;name;serving_size;calories;total_fat;protein;carbohydrate;sugars;food_item;food_detail;detail1;food_key
6395;Milk, with added vitamin A and vitamin D, nonfat, evaporated, canned;100;78;0.2;7.55;11.35;11.35;Milk; nonfat, evaporated, canned; with added vitamin A and vitamin D;Milk with added vitamin A and vitamin D
6396;Squash, without salt, drained, boiled, cooked, all varieties, summer;100;20;0.3;0.91;4.31;2.59;Squash; drained, boiled, cooked, all varieties, summer; without salt;Squash without salt
6397;Toaster Pastries, Brown sugar cinnamon, KELLOGG'S POP TARTS, KELLOGG;100;438;18;5.40;64.40;25.40;Toaster Pastries; KELLOGG'S POP TARTS, KELLOGG; Brown sugar cinnamon;Toaster Pastries Brown sugar cinnamon
6398;Beef, raw, separable lean and fat, tenderloin, imported, New Zealand;100;146;6.9;21.04;0.00;0.00;Beef; separable lean and fat, tenderloin, imported, New Zealand; raw;Beef raw
6399;Infant Formula, powder, Infant, Premium LIPIL, ENFAMIL, MEAD JOHNSON;100;510;27;10.80;57.00;57.00;Infant Formula; Infant, Premium LIPIL, ENFAMIL, MEAD JOHNSON; powder;Infant Formula powder
6400;MORNINGSTAR FARMS Meal Starters Veggie Meatballs, unprepared, frozen;100;158;5.8;17.70;9.90;1.10;MORNINGSTAR FARMS Meal Starters Veggie Meatballs; frozen; unprepared;MORNINGSTAR FARMS Meal Starters Veggie Meatballs unprepared
6401;MORNINGSTAR FARMS Grillers Chik'n Veggie Patties, unprepared, frozen;100;118;4.8;12.80;10.20;0.20;MORNINGSTAR FARMS Grillers Chik'n Veggie Patties; frozen; unprepared;MORNINGSTAR FARMS Grillers Chik'n Veggie Patties unprepared
6402;Cereals ready-to-eat, Natural Granola Apple Cranberry Almond, QUAKER;100;418;11;9.21;74.73;27.43;Cereals ready-to-eat; QUAKER; Natural Granola Apple Cranberry Almond;Cereals ready-to-eat Natural Granola Apple Cranberry Almond
6403;Gourd, without salt, drained, boiled, cooked, dishcloth (towelgourd);100;56;0.3;0.66;14.34;5.17;Gourd; drained, boiled, cooked, dishcloth (towelgourd); without salt;Gourd without salt
6404;Puddings, sodium, potassium, with added oil, regular, dry mix, lemon;100;366;1.5;0.10;90.30;0;Puddings; potassium, with added oil, regular, dry mix, lemon; sodium;Puddings sodium
6405;Babyfood, strained, without ascorbic acid, plums with tapioca, fruit;100;71;0;0.10;19.70;13.34;Babyfood; without ascorbic acid, plums with tapioca, fruit; strained;Babyfood strained
6406;Spinach, with salt, drained, boiled, cooked, chopped or leaf, frozen;100;34;0.9;4.01;4.80;0.51;Spinach; drained, boiled, cooked, chopped or leaf, frozen; with salt;Spinach with salt
6407;Pork, braised, cooked, kidneys, variety meats and by-products, fresh;100;151;4.7;25.40;0.00;0;Pork; cooked, kidneys, variety meats and by-products, fresh; braised;Pork braised
6408;Soup, prepared with equal volume water, canned, vegetarian vegetable;100;28;0.8;0.86;4.89;1.57;Soup; canned, vegetarian vegetable; prepared with equal volume water;Soup prepared with equal volume water
6409;Pie crust, chilled, vanilla wafer, prepared from recipe, cookie-type;100;531;36;3.70;50.20;7.33;Pie crust; vanilla wafer, prepared from recipe, cookie-type; chilled;Pie crust chilled
6410;Beans, without salt, boiled, cooked, mature seeds, cranberry (roman);100;136;0.5;9.34;24.46;0;Beans; boiled, cooked, mature seeds, cranberry (roman); without salt;Beans without salt
6411;Beans, without salt, boiled, cooked, mature seeds, all types, kidney;100;127;0.5;8.67;22.80;0.32;Beans; boiled, cooked, mature seeds, all types, kidney; without salt;Beans without salt
6412;Fast foods, and condiments, cheese, egg, with breakfast steak, bagel;100;282;14;15.95;22.99;2.97;Fast foods; cheese, egg, with breakfast steak, bagel; and condiments;Fast foods and condiments
6413;Rice and vermicelli mix, prepared with 80% margarine, chicken flavor;100;136;3.5;2.65;23.54;0.64;Rice and vermicelli mix; chicken flavor; prepared with 80% margarine;Rice and vermicelli mix prepared with 80% margarine
6414;Snacks, no trans fat, regular flavor, microwave, oil-popped, popcorn;100;583;44;7.29;45.06;0.46;Snacks; regular flavor, microwave, oil-popped, popcorn; no trans fat;Snacks no trans fat
6415;Snacks, gluten- free made with cornstarch and potato flour, Pretzels;100;389;6.7;3.52;78.62;4.22;Snacks; Pretzels; gluten- free made with cornstarch and potato flour;Snacks gluten- free made with cornstarch and potato flour
6416;English muffins, toasted (includes apple-cinnamon), raisin-cinnamon;100;276;2.2;8.87;55.04;13.34;English muffins; raisin-cinnamon; toasted (includes apple-cinnamon);English muffins toasted (includes apple-cinnamon)
6417;Veal, braised, cooked, separable lean only, boneless, whole, breast;100;218;9.8;30.32;0.00;0;Veal; cooked, separable lean only, boneless, whole, breast; braised;Veal braised
6418;Turkey, bone removed, with skin, cooked, smoked, light or dark meat;100;208;9.7;28.10;0.00;0.00;Turkey; with skin, cooked, smoked, light or dark meat; bone removed;Turkey bone removed
6419;Soup, single brand, condensed, canned, split pea with ham and bacon;100;140;2.3;8.60;21.20;0;Soup; condensed, canned, split pea with ham and bacon; single brand;Soup single brand
6420;Beef, pan-browned, cooked, crumbles, 95% lean meat / 5% fat, ground;100;193;7.6;29.17;0.00;0.00;Beef; cooked, crumbles, 95% lean meat / 5% fat, ground; pan-browned;Beef pan-browned
6421;Cereals, dry, Apple Cinnamon, Instant Oatmeal, KASHI HEART TO HEART;100;353;5;11.10;73.80;25.00;Cereals; Apple Cinnamon, Instant Oatmeal, KASHI HEART TO HEART; dry;Cereals dry
6422;Pork, roasted, cooked, separable lean only, whole, leg (ham), fresh;100;211;9.4;29.41;0.00;0.00;Pork; cooked, separable lean only, whole, leg (ham), fresh; roasted;Pork roasted
6423;CAMPBELL'S Homestyle HEALTHY REQUEST Mexican Style Chicken Tortilla;100;53;1;2.86;7.76;1.22;CAMPBELL'S Homestyle HEALTHY REQUEST Mexican Style Chicken Tortilla;;;CAMPBELL'S Homestyle HEALTHY REQUEST Mexican Style Chicken Tortilla
6424;Infant formula, ready-to-feed, with iron, SIMILAC, ABBOTT NUTRITION;100;65;3.6;1.36;6.92;6.90;Infant formula; with iron, SIMILAC, ABBOTT NUTRITION; ready-to-feed;Infant formula ready-to-feed
6425;SUBWAY, black forest ham sub on white bread with lettuce and tomato;100;151;2.5;9.12;22.91;3.54;SUBWAY;; black forest ham sub on white bread with lettuce and tomato;SUBWAY black forest ham sub on white bread with lettuce and tomato
6426;PREGO Pasta, ready-to-serve, Organic Tomato and Basil Italian Sauce;100;72;2.4;1.60;10.40;7.20;PREGO Pasta; Organic Tomato and Basil Italian Sauce; ready-to-serve;PREGO Pasta ready-to-serve
6427;P REGO Pasta, ready-to-serve, Roasted Garlic and Herb Italian Sauce;100;69;2.3;1.54;10.00;6.92;P REGO Pasta; Roasted Garlic and Herb Italian Sauce; ready-to-serve;P REGO Pasta ready-to-serve
6428;PREGO Pasta, ready-to-serve, Basil and Garlic Italian Sauce, Tomato;100;64;2;1.60;9.60;7.20;PREGO Pasta; Basil and Garlic Italian Sauce, Tomato; ready-to-serve;PREGO Pasta ready-to-serve
6429;Ice creams, All Natural Light Vanilla Chocolate Strawberry, BREYERS;100;161;4.4;4.69;26.06;22.47;Ice creams; BREYERS; All Natural Light Vanilla Chocolate Strawberry;Ice creams All Natural Light Vanilla Chocolate Strawberry
6430;Peas, without salt, drained, boiled, cooked, sprouted, mature seeds;100;98;0.5;7.05;17.08;0;Peas; drained, boiled, cooked, sprouted, mature seeds; without salt;Peas without salt
6431;Snacks, unsalted, made with unenriched flour, plain, hard, pretzels;100;381;3.5;9.10;79.20;0;Snacks; made with unenriched flour, plain, hard, pretzels; unsalted;Snacks unsalted
6432;SUNSHINE, Extra Cheesy Party Mix, 100 Calorie RIGHT BITES, CHEEZ-IT;100;473;17;8.50;65.30;2.70;SUNSHINE; 100 Calorie RIGHT BITES, CHEEZ-IT; Extra Cheesy Party Mix;SUNSHINE Extra Cheesy Party Mix
6433;Milk, with added vitamin A and vitamin D, 1% milkfat, fluid, lowfat;100;42;1;3.37;4.99;5.20;Milk; 1% milkfat, fluid, lowfat; with added vitamin A and vitamin D;Milk with added vitamin A and vitamin D
6434;Babyfood, instant fortified, dry, rice with pears and apple, cereal;100;389;0.9;6.60;88.50;1.35;Babyfood; dry, rice with pears and apple, cereal; instant fortified;Babyfood instant fortified
6435;Beef, pan-browned, cooked, crumbles, 97% lean meat / 3% fat, ground;100;175;5.5;29.46;0.00;0.00;Beef; cooked, crumbles, 97% lean meat / 3% fat, ground; pan-browned;Beef pan-browned
6436;Pork, unheated, separable lean and fat, blade roll, shoulder, cured;100;269;22;16.47;0.00;0;Pork; separable lean and fat, blade roll, shoulder, cured; unheated;Pork unheated
6437;CAMPBELL'S Red and White - Microwaveable Bowls, Chicken Noodle Soup;100;30;0.8;1.63;4.08;0.00;CAMPBELL'S Red and White - Microwaveable Bowls;; Chicken Noodle Soup;CAMPBELL'S Red and White - Microwaveable Bowls Chicken Noodle Soup
6438;Beef, raw, separable lean and fat, striploin, imported, New Zealand;100;252;20;18.49;0.60;0.00;Beef; separable lean and fat, striploin, imported, New Zealand; raw;Beef raw
6439;Beef, raw, separable lean and fat, hind shin, imported, New Zealand;100;147;7.2;20.61;0.00;0.00;Beef; separable lean and fat, hind shin, imported, New Zealand; raw;Beef raw
6440;Cereals ready-to-eat, KELLOGG'S SPECIAL K Multigrain Oats and Honey;100;362;1.8;7.80;85.00;26.40;Cereals ready-to-eat;; KELLOGG'S SPECIAL K Multigrain Oats and Honey;Cereals ready-to-eat KELLOGG'S SPECIAL K Multigrain Oats and Honey
6441;Cereals ready-to-eat, KELLOGG'S CRUNCHY NUT Golden Honey Nut flakes;100;385;3.9;6.70;83.30;33.50;Cereals ready-to-eat;; KELLOGG'S CRUNCHY NUT Golden Honey Nut flakes;Cereals ready-to-eat KELLOGG'S CRUNCHY NUT Golden Honey Nut flakes
6442;Soup, ready-to-serve, chunky, canned, manhattan style, clam chowder;100;56;1.4;3.02;7.84;1.67;Soup; chunky, canned, manhattan style, clam chowder; ready-to-serve;Soup ready-to-serve
6443;Pork, raw, separable lean and fat, boneless, Shoulder petite tender;100;128;3.9;21.65;0.00;0.00;Pork; separable lean and fat, boneless, Shoulder petite tender; raw;Pork raw
6444;KEEBLER, Chocolate Graham Cookies, Mint Creme Middles, FUDGE SHOPPE;100;516;27;4.30;65.40;38.90;KEEBLER; Mint Creme Middles, FUDGE SHOPPE; Chocolate Graham Cookies;KEEBLER Chocolate Graham Cookies
6445;Soup, prepared with equal volume water, canned, split with ham, pea;100;75;1.7;4.08;11.05;0;Soup; canned, split with ham, pea; prepared with equal volume water;Soup prepared with equal volume water
6446;Cereals ready-to-eat, 25% Reduced Sugar, COCOA PUFFS, GENERAL MILLS;100;380;5.2;6.50;82.69;25.79;Cereals ready-to-eat; COCOA PUFFS, GENERAL MILLS; 25% Reduced Sugar;Cereals ready-to-eat 25% Reduced Sugar
6447;Beef, raw, separable lean only, oyster blade, imported, New Zealand;100;155;7.6;21.83;0.00;0.00;Beef; separable lean only, oyster blade, imported, New Zealand; raw;Beef raw
6448;KELLOGG'S, Strawberry Granola, NUTRI-GRAIN Frozen Fruit Pizza, EGGO;100;266;8.1;6.50;43.70;11.90;KELLOGG'S; NUTRI-GRAIN Frozen Fruit Pizza, EGGO; Strawberry Granola;KELLOGG'S Strawberry Granola
6449;Restaurant, cheese and lettuce, soft taco with ground beef, Mexican;100;219;11;12.56;17.92;2.39;Restaurant; soft taco with ground beef, Mexican; cheese and lettuce;Restaurant cheese and lettuce
6450;Pancakes, incomplete (includes buttermilk), dry mix, low fat, plain;100;384;6.2;7.40;74.69;7.40;Pancakes; dry mix, low fat, plain; incomplete (includes buttermilk);Pancakes incomplete (includes buttermilk)
6451;Cereals, without salt, prepared with water, instant, CREAM OF WHEAT;100;62;0.2;1.84;13.08;0.07;Cereals; prepared with water, instant, CREAM OF WHEAT; without salt;Cereals without salt
6452;"Fast Food, regular crust, pepperoni topping, 14"" pizza, Pizza Chain";100;282;12;11.74;31.98;3.26;Fast Food;" pepperoni topping, 14"" pizza, Pizza Chain"; regular crust;Fast Food regular crust
6453;English muffins, with ca prop (includes sourdough), enriched, plain;100;227;1.7;8.87;44.17;3.53;English muffins; enriched, plain; with ca prop (includes sourdough);English muffins with ca prop (includes sourdough)
6454;CAMPBELL'S CHUNKY Soups, Savory Chicken with White & Wild Rice Soup;100;45;0.8;2.86;7.35;0.41;CAMPBELL'S CHUNKY Soups;; Savory Chicken with White & Wild Rice Soup;CAMPBELL'S CHUNKY Soups Savory Chicken with White & Wild Rice Soup
6455;Veal, cooked, separable lean only, composite of trimmed retail cuts;100;196;6.6;31.90;0.00;0.00;Veal; separable lean only, composite of trimmed retail cuts; cooked;Veal cooked
6456;DIGIORNO Pizza, baked, frozen, thin crispy crust, pepperoni topping;100;283;13;13.22;28.67;0;DIGIORNO Pizza; frozen, thin crispy crust, pepperoni topping; baked;DIGIORNO Pizza baked
6457;Salad dressing, without salt, regular, commercial, italian dressing;100;292;28;0.38;10.43;8.32;Salad dressing; regular, commercial, italian dressing; without salt;Salad dressing without salt
6458;Soymilk (All flavors), vitamins A and D, with added calcium, lowfat;100;43;0.6;1.65;7.20;3.50;Soymilk (All flavors); with added calcium, lowfat; vitamins A and D;Soymilk (All flavors) vitamins A and D
6459;Cherries, solids and liquids, extra heavy syrup pack, canned, sweet;100;102;0.2;0.59;26.23;0;Cherries; extra heavy syrup pack, canned, sweet; solids and liquids;Cherries solids and liquids
6460;Biscuits, baked, lower fat, refrigerated dough, plain or buttermilk;100;319;9.1;7.80;51.60;8.14;Biscuits; lower fat, refrigerated dough, plain or buttermilk; baked;Biscuits baked
6461;Beverages, high vitamin C, greater than 3% juice, fruit juice drink;100;46;0.1;0.13;11.35;10.69;Beverages; greater than 3% juice, fruit juice drink; high vitamin C;Beverages high vitamin C
6462;Margarine-like spread, SMART BEAT Super Light without saturated fat;100;158;17;0.00;0.00;0.00;Margarine-like spread;; SMART BEAT Super Light without saturated fat;Margarine-like spread SMART BEAT Super Light without saturated fat
6463;Beverages, powder, low calorie, breakfast type, Orange-flavor drink;100;217;0;3.60;85.90;2.60;Beverages; low calorie, breakfast type, Orange-flavor drink; powder;Beverages powder
6464;Milk, with added calcium, reduced fat, commercial, fluid, chocolate;100;78;1.9;2.99;12.13;9.55;Milk; reduced fat, commercial, fluid, chocolate; with added calcium;Milk with added calcium
6465;Turkey, raw, with added solution, meat only, from whole bird, thigh;100;115;4.1;19.27;0.15;0.10;Turkey; with added solution, meat only, from whole bird, thigh; raw;Turkey raw
6466;Snacks, made with enriched masa flour, nacho-flavor, tortilla chips;100;498;26;7.80;62.40;0;Snacks; nacho-flavor, tortilla chips; made with enriched masa flour;Snacks made with enriched masa flour
6467;Doughnuts, unenriched (includes honey buns), glazed, yeast-leavened;100;403;23;6.40;44.30;0;Doughnuts; glazed, yeast-leavened; unenriched (includes honey buns);Doughnuts unenriched (includes honey buns)
6468;Cereals, dry, Maple Brown Sugar Crunch, KELLOGG'S SPECIAL K NOURISH;100;371;9.9;15.39;62.09;22.00;Cereals; Maple Brown Sugar Crunch, KELLOGG'S SPECIAL K NOURISH; dry;Cereals dry
6469;Chicken, roasted, cooked, meat and skin, breast, broilers or fryers;100;197;7.8;29.80;0.00;0.00;Chicken; cooked, meat and skin, breast, broilers or fryers; roasted;Chicken roasted
6470;Broadbeans (fava beans), without salt, boiled, cooked, mature seeds;100;110;0.4;7.60;19.65;1.82;Broadbeans (fava beans); boiled, cooked, mature seeds; without salt;Broadbeans (fava beans) without salt
6471;Pork, roasted, cooked, separable lean only, tenderloin, loin, fresh;100;143;3.5;26.17;0.00;0.00;Pork; cooked, separable lean only, tenderloin, loin, fresh; roasted;Pork roasted
6472;KFC, meat and skin with breading, Wing, EXTRA CRISPY, Fried Chicken;100;337;23;20.80;11.66;0;KFC; Wing, EXTRA CRISPY, Fried Chicken; meat and skin with breading;KFC meat and skin with breading
6473;Lamb, raw, separable lean and fat, loin chop, imported, New Zealand;100;298;26;15.40;0.22;0.00;Lamb; separable lean and fat, loin chop, imported, New Zealand; raw;Lamb raw
6474;Chicken, roasted, cooked, meat only, light meat, broilers or fryers;100;173;4.5;30.91;0.00;0.00;Chicken; cooked, meat only, light meat, broilers or fryers; roasted;Chicken roasted
6475;Crackers, with peanut butter filling, sandwich, standard snack-type;100;494;25;11.47;58.38;10.50;Crackers; sandwich, standard snack-type; with peanut butter filling;Crackers with peanut butter filling
